seq_id,Pdb,Total Energy,Backbone Hbond,Sidechain Hbond,Van der Waals,Electrostatics,Solvation Polar,Solvation Hydrophobic,Van der Waals clashes,Entropy Side Chain,Entropy Main Chain,Sloop Entropy,Mloop Entropy,Cis Bond,Torsional Clash,Backbone Clash,Helix Dipole,Water Bridge,Disulfide,Electrostatic Kon,Partial Covalent Bonds,Energy Ionisation,Entropy Complex,Residue Number
peleke-phi-4_BBF-14_27,1533.11,-112.497,-46.3997,-400.288,-17.2687,616.741,-508.619,1201.01,169.349,575.936,0,0,3.01639,58.5461,453.566,0.0,0,-7.82438,0.365444,0,1.04832,0,349,
peleke-phi-4_BBF-14_28,1747.48,-134.285,-54.8402,-392.397,-9.09354,601.79,-497.433,1449.98,162.244,562.858,0,0,3.01639,56.6603,738.344,0.0,0,-2.67384,0.190701,0,1.46021,0,348,
peleke-phi-4_BBF-14_29,1969.24,-126.744,-54.2805,-408.113,-3.59202,637.727,-523.087,1645.19,173.648,568.3,0,0,0.0,61.01,382.579,0.0,0,-3.06594,0.223842,0,2.01786,0,344,
peleke-phi-4_BBF-14_30,1904.15,-120.571,-59.948,-400.509,-18.9846,616.979,-510.072,1595.29,162.927,568.445,0,0,6.03277,65.6512,613.83,0.0,0,-3.03202,-0.421606,0,2.3636,0,342,
peleke-phi-4_BBF-14_31,1359.15,-148.59,-57.1844,-398.355,-9.58129,611.873,-502.099,1069.15,170.255,569.379,0,0,1.12406,54.5934,427.498,0.0,0,-4.19428,-0.440227,0,3.21629,0,343,
peleke-phi-4_BBF-14_32,1493.69,-184.102,-69.9987,-405.945,-12.932,613.49,-513.63,1308.28,174.995,542.243,0,0,2.24811,40.9542,551.038,0.201705,0,-3.40698,-0.412059,0,1.70577,0,353,
peleke-phi-4_BBF-14_33,1197.32,-114.328,-53.6228,-387.393,-3.47176,586.205,-492.588,888.92,162.113,541.798,0,0,2.12094,68.9995,450.41,0.0,0,-2.7286,0.18771,0,1.11265,0,345,
peleke-phi-4_BBF-14_34,1003.07,-159.904,-59.5861,-403.867,-8.66579,597.507,-514.509,801.355,168.686,532.069,0,0,3.37217,49.1382,287.756,0.205959,0,-4.01955,0.429461,0,0.854516,0,343,
peleke-phi-4_BBF-14_35,1337.97,-191.437,-63.4061,-385.107,-8.11892,570.56,-489.929,1165.69,162.752,535.349,0,0,3.37217,39.8108,510.271,0.229067,0,-2.85702,-0.0715012,0,1.13072,0,349,
peleke-phi-4_BBF-14_36,2091.32,-159.089,-55.051,-409.308,-10.4354,627.495,-517.774,1856.92,169.552,553.48,0,0,2.24811,35.6934,495.545,0.0,0,-2.80036,-0.632176,0,1.02443,0,351,
peleke-phi-4_BBF-14_37,1465.61,-132.875,-63.1823,-402.125,-10.5434,618.858,-509.532,1169.35,170.372,564.265,0,0,1.12406,61.0055,574.961,0.0,0,-2.27978,0.162636,0,1.01052,0,346,
peleke-phi-4_BBF-14_38,1092.13,-139.175,-48.2524,-393.903,-10.0497,594.03,-496.522,823.149,165.488,543.872,0,0,4.14044,52.5174,432.046,0.0,0,-3.89762,-0.209254,0,0.937745,0,345,
peleke-phi-4_BBF-14_39,813.334,-154.608,-66.2711,-402.615,-9.01198,595.612,-512.849,609.847,174.81,533.198,0,0,1.12406,46.0928,339.348,0.231801,0,-3.80375,0.528185,0,1.04907,0,346,
peleke-phi-4_BBF-14_40,931.893,-179.434,-55.7843,-398.515,-7.81731,585.899,-506.2,770.035,169.946,530.092,0,0,2.24811,29.2565,409.891,0.0,0,-8.50514,-0.269754,0,0.942225,0,350,
peleke-phi-4_BBF-14_41,1231.1,-154.741,-55.2469,-407.937,-7.78772,608.394,-516.055,963.61,170.807,570.078,0,0,3.01639,59.9747,504.5,0.0,0,-3.89503,-0.289142,0,1.17038,0,352,
peleke-phi-4_BBF-14_42,1815.4,-161.721,-63.622,-411.068,-11.3327,636.29,-520.949,1552.07,179.04,563.213,0,0,2.24811,53.8092,592.162,0.484521,0,-3.36947,-0.740219,0,1.04108,0,347,
peleke-phi-4_BBF-14_43,1277.37,-113.672,-55.9001,-408.385,-12.3769,623.928,-516.639,903.35,165.837,600.825,0,0,5.7649,86.7567,605.709,0.0,0,-3.29937,0.151173,0,1.0343,0,346,
peleke-phi-4_BBF-14_44,2177.11,-144.806,-56.7803,-405.488,-11.0369,618.92,-513.391,1901.34,168.443,564.876,0,0,2.24811,53.6121,552.566,0.0,0,-3.18816,-0.40117,0,2.76538,0,349,
peleke-phi-4_BBF-14_45,949.661,-145.952,-52.153,-394.854,-11.5131,582.545,-504.206,732.822,163.936,534.554,0,0,2.24811,43.8491,389.178,0.108696,0,-3.13243,0.202677,0,1.20739,0,343,
peleke-phi-4_BBF-14_46,1879.3,-121.252,-55.458,-408.254,-7.07248,632.39,-519.804,1538.26,171.686,585.328,0,0,4.49622,63.4736,568.594,0.0,0,-6.82668,0.143459,0,2.18582,0,351,
peleke-phi-4_BBF-14_47,872.233,-198.589,-61.1373,-385.419,-11.1384,566.923,-486.852,718.529,165.171,519.766,0,0,2.24811,44.9376,453.336,0.0,0,-3.08305,-0.0386248,0,0.916573,0,346,
peleke-phi-4_BBF-14_48,1467.67,-134.67,-53.27,-410.153,-12.0112,622.354,-516.27,1158.71,170.576,581.485,0,0,1.12406,61.3891,391.011,0.0,0,-2.54432,-0.0589028,0,1.01007,0,356,
peleke-phi-4_BBF-14_49,1252.89,-192.306,-65.9608,-403.247,-2.23919,588.175,-514.643,1108.34,169.615,521.487,0,0,2.24811,43.6583,361.651,0.0,0,-4.26263,-0.365374,0,2.39715,0,347,
peleke-phi-4_BBF-14_50,1879.99,-147.082,-57.3743,-416.656,-9.64747,629.676,-530.842,1635.07,165.751,555.741,0,0,2.27791,55.1607,530.394,0.0,0,-3.35865,0.242016,0,1.03315,0,353,
peleke-phi-4_PD-1_01,675.775,-180.466,-56.1208,-389.387,-12.2198,554.329,-492.108,535.144,171.52,513.953,0,0,5.62028,31.4662,333.546,0.0,0,-6.07039,-0.129683,0,0.243328,0,338,
peleke-phi-4_PD-1_02,827.562,-184.99,-51.8747,-391.103,-11.0312,549.841,-501.5,700.381,178.381,519.052,0,0,4.49622,23.0185,204.823,0.0,0,-7.03763,-0.204085,0,0.132799,0,348,
peleke-phi-4_PD-1_03,1225.84,-159.1,-46.0422,-399.569,-12.4444,588.266,-510.658,1005.65,182.155,539.538,0,0,3.37217,40.1948,404.998,0.0,0,-6.52318,0.318188,0,0.681392,0,344,
peleke-phi-4_PD-1_04,988.943,-177.047,-46.7079,-378.144,-16.8564,551.045,-476.44,803.788,167.729,520.819,0,0,3.37217,40.5458,294.875,0.0,0,-3.62356,0.246594,0,0.216729,0,335,
peleke-phi-4_PD-1_05,621.064,-198.965,-49.9017,-375.238,-14.7277,518.234,-477.676,512.501,172.662,510.848,0,0,4.49622,26.0172,161.184,0.0,0,-6.9848,-0.307651,0,0.106838,0,340,
peleke-phi-4_PD-1_06,634.064,-177.778,-51.2076,-387.817,-9.99625,546.64,-490.611,479.028,180.641,520.545,0,0,4.49622,26.6064,218.564,0.0,0,-6.26599,-0.469439,0,0.25291,0,336,
peleke-phi-4_PD-1_07,920.053,-187.912,-54.2028,-381.262,-11.1168,545.06,-483.262,752.875,172.938,519.737,0,0,3.37217,47.6675,299.686,0.0,0,-3.74508,-0.197933,0,0.100864,0,334,
peleke-phi-4_PD-1_08,861.215,-197.393,-59.3047,-388.057,-12.6421,543.748,-493.498,732.253,175.554,526.728,0,0,4.49622,36.8,285.498,0.0,0,-7.3898,-0.184288,0,0.105158,0,339,
peleke-phi-4_PD-1_09,744.756,-163.416,-48.7648,-367.649,-15.3727,524.532,-467.116,594.27,171.937,500.513,0,0,3.37217,20.9275,212.218,0.0,0,-8.51072,-0.197104,0,0.229879,0,333,
peleke-phi-4_PD-1_10,464.737,-198.341,-56.777,-375.136,-12.4242,520.408,-480.243,362.992,170.882,506.39,0,0,2.24811,30.6077,156.64,0.0,0,-6.20669,0.103204,0,0.234369,0,337,
peleke-phi-4_PD-1_11,612.912,-190.951,-61.2152,-385.409,-13.4571,540.444,-489.421,486.741,176.747,517.291,0,0,3.37217,31.953,206.287,0.0,0,-3.47437,0.0229503,0,0.267897,0,339,
peleke-phi-4_PD-1_12,649.053,-183.021,-45.5842,-373.895,-16.825,528.716,-474.096,508.537,168.264,506.609,0,0,6.32158,32.2625,179.52,0.0,0,-8.36939,-0.0913057,0,0.224042,0,335,
peleke-phi-4_PD-1_13,589.125,-208.537,-66.1417,-383.85,-11.4129,526.553,-488.647,500.618,180.125,512.67,0,0,5.62028,29.2727,151.905,0.0,0,-7.42539,0.141826,0,0.136307,0,344,
peleke-phi-4_PD-1_14,515.363,-177.913,-58.4579,-373.961,-11.0799,529.683,-474.879,374.068,170.765,515.97,0,0,4.49622,24.298,174.66,0.0,0,-7.45599,-0.288429,0,0.119163,0,337,
peleke-phi-4_PD-1_15,746.958,-196.546,-51.4572,-374.878,-9.74039,522.156,-480.133,608.132,167.792,523.188,0,0,4.49622,39.2929,212.586,0.0,0,-5.73115,0.146,0,0.240451,0,338,
peleke-phi-4_PD-1_16,630.565,-169.383,-52.914,-367.285,-9.73924,522.66,-469.237,451.511,169.207,516.17,0,0,4.49622,41.1417,191.332,0.0,0,-6.19809,-0.0965009,0,0.231823,0,332,
peleke-phi-4_PD-1_17,520.32,-165.488,-40.0974,-350.192,-10.1825,493.124,-447.705,326.422,158.671,517.501,0,0,4.49622,41.8856,165.47,0.0,0,-8.19225,-0.212079,0,0.290258,0,334,
peleke-phi-4_PD-1_18,619.171,-184.638,-56.0595,-390.452,-14.8066,560.098,-490.396,454.033,175.334,531.512,0,0,3.37217,34.6639,236.595,0.0,0,-3.16437,-0.412074,0,0.0872985,0,344,
peleke-phi-4_PD-1_19,1063.91,-169.681,-62.0838,-373.667,1.58593,535.461,-468.925,853.123,166.326,533.967,0,0,3.62233,50.8316,211.909,0.0,0,-6.6319,-0.326535,0,0.30949,0,346,
peleke-phi-4_PD-1_20,804.932,-192.568,-61.8809,-393.046,-15.0424,544.616,-500.58,684.057,176.017,530.383,0,0,5.62028,34.7947,242.73,0.0,0,-7.65365,-0.042045,0,0.257767,0,342,
peleke-phi-4_PD-1_21,752.275,-197.104,-59.4883,-390.767,-11.5899,558.423,-495.935,622.187,179.189,518.475,0,0,5.62028,29.0225,183.583,0.0,0,-6.27454,0.266723,0,0.250194,0,340,
peleke-phi-4_PD-1_22,631.899,-191.526,-46.9662,-384.098,-8.16402,534.284,-490.624,494.621,170.353,522.069,0,0,5.72606,34.403,187.015,0.0,0,-7.93425,-0.506952,0,0.261183,0,340,
peleke-phi-4_PD-1_23,745.367,-195.149,-58.0291,-383.751,-3.48515,535.346,-490.188,626.474,174.013,520.312,0,0,3.37217,26.0476,162.889,0.0,0,-10.1368,0.298089,0,0.242093,0,347,
peleke-phi-4_PD-1_24,472.962,-197.341,-56.6667,-373.622,-7.9864,523.329,-475.961,355.705,169.661,508.733,0,0,4.49622,27.4939,161.061,0.0,0,-5.12416,0.045382,0,0.199896,0,334,
peleke-phi-4_PD-1_25,489.903,-206.149,-63.5319,-370.375,-10.2193,512.176,-470.904,394.404,173.692,508.029,0,0,5.62028,22.746,152.501,0.0,0,-5.7782,0.111263,0,0.0816296,0,336,
peleke-phi-4_PD-1_26,832.851,-168.819,-59.2371,-386.239,-15.4761,548.45,-490.849,656.531,182.746,537.678,0,0,3.37217,32.8411,248.291,0.0,0,-8.25526,-0.2957,0,0.403605,0,337,
peleke-phi-4_PD-1_27,695.118,-167.764,-52.1969,-360.374,-9.06861,500.766,-459.264,528.31,169.217,506.741,0,0,5.24755,40.5042,196.925,0.0,0,-7.42074,0.314425,0,0.105664,0,333,
peleke-phi-4_PD-1_28,555.507,-209.148,-60.3148,-387.151,-9.74566,538.159,-495.072,459.521,173.408,521.324,0,0,5.62028,25.5992,227.611,0.0,0,-6.84575,0.047752,0,0.104722,0,344,
peleke-phi-4_PD-1_29,680.75,-197.287,-67.1335,-394.75,-14.3212,554.894,-501.62,573.906,179.724,518.968,0,0,4.49622,29.8387,197.529,0.0,0,-6.24445,0.00694546,0,0.271773,0,340,
peleke-phi-4_PD-1_30,632.8,-160.329,-50.3758,-365.107,-9.84301,521.177,-465.467,445.803,162.691,519.389,0,0,2.65073,38.4449,225.744,0.0,0,-6.54624,0.0577813,0,0.253776,0,332,
peleke-phi-4_PD-1_31,479.475,-209.07,-56.0864,-376.762,-13.4557,520.842,-480.72,385.263,172.222,512.273,0,0,3.37217,27.4643,137.329,0.0,0,-6.00971,-0.000650574,0,0.143116,0,341,
peleke-phi-4_PD-1_32,811.609,-200.558,-52.2202,-390.528,-13.8895,553.993,-493.977,667.335,177.639,540.315,0,0,6.38855,29.1386,351.712,0.0,0,-11.8357,-0.286096,0,0.0955612,0,349,
peleke-phi-4_PD-1_33,362.517,-190.155,-50.5543,-356.635,-8.51175,500.456,-456.611,232.53,163.958,501.678,0,0,5.62028,27.219,116.743,0.0,0,-7.10647,0.182153,0,0.446886,0,339,
peleke-phi-4_PD-1_34,679.446,-171.502,-46.3952,-372.329,-14.8918,525.94,-478.245,518.404,168.207,520.813,0,0,3.37217,33.1698,216.171,0.0,0,-7.28574,0.101976,0,0.0860908,0,335,
peleke-phi-4_PD-1_35,877.102,-145.197,-56.3758,-380.738,-13.3052,553.95,-481.055,663.791,168.109,524.011,0,0,1.12406,45.6685,226.069,0.0,0,-2.76845,-0.185867,0,0.0726465,0,334,
peleke-phi-4_PD-1_36,450.648,-194.583,-45.563,-362.32,-14.1826,506.098,-464.603,317.243,161.774,512.371,0,0,4.49622,33.8765,149.33,0.0,0,-4.13632,-0.501541,0,0.680696,0,336,
peleke-phi-4_PD-1_37,365.763,-200.57,-56.5804,-368.771,-14.0158,503.991,-472.31,280.911,169.012,497.053,0,0,4.49622,28.7399,148.089,0.0,0,-6.32861,-0.0158083,0,0.151396,0,333,
peleke-phi-4_PD-1_38,590.962,-181.12,-52.1055,-387.343,-8.38034,549.877,-496.165,443.303,170.194,521.453,0,0,6.74434,33.3849,172.641,0.0,0,-10.0006,0.563119,0,0.556915,0,341,
peleke-phi-4_PD-1_39,645.546,-175.268,-55.069,-375.257,-6.12293,515.689,-481.93,501.314,170.937,520.985,0,0,4.49622,29.3994,228.132,0.0,0,-3.70029,-0.0314727,0,0.105352,0,337,
peleke-phi-4_PD-1_40,517.532,-188.524,-55.4454,-375.707,-13.2645,528.248,-476.27,390.52,172.379,503.891,0,0,3.37217,32.399,160.825,0.0,0,-4.04041,-0.11631,0,0.09091,0,338,
peleke-phi-4_PD-1_41,783.128,-170.913,-55.113,-384.151,-14.5936,549.174,-485.518,596.943,177.583,538.973,0,0,4.49622,33.1331,251.187,0.0,0,-6.87347,-0.122274,0,0.108559,0,343,
peleke-phi-4_PD-1_42,767.533,-175.397,-59.2874,-385.761,-12.725,549.495,-487.755,599.819,180.72,525.465,0,0,4.49622,36.2473,232.679,0.0,0,-7.85399,-0.234312,0,0.304794,0,339,
peleke-phi-4_PD-1_43,566.092,-199.308,-55.6699,-392.404,-4.32197,544.729,-504.138,439.932,175.296,527.272,0,0,5.62028,32.2857,250.167,0.0,0,-3.74815,0.13875,0,0.408889,0,345,
peleke-phi-4_PD-1_44,350.432,-198.093,-54.578,-360.252,-10.7348,502.914,-462.141,245.355,167.225,497.572,0,0,5.62028,24.185,113.379,0.0,0,-7.2787,0.195444,0,0.443357,0,339,
peleke-phi-4_PD-1_45,560.152,-199.175,-46.2775,-369.026,-9.32265,512.333,-472.11,435.848,166.949,517.376,0,0,5.62028,29.7538,174.975,0.0,0,-12.1613,0.0195374,0,0.323981,0,338,
peleke-phi-4_PD-1_46,724.269,-184.012,-58.8727,-382.393,-13.3966,542.04,-482.515,576.972,176.742,520.224,0,0,4.49622,33.4801,211.168,0.0,0,-8.31783,-0.405215,0,0.227295,0,340,
peleke-phi-4_PD-1_47,412.611,-196.918,-55.541,-365.239,-11.2142,512.454,-467.458,300.742,170.379,504.786,0,0,5.62028,21.373,130.171,0.0,0,-6.86831,0.0412792,0,0.454728,0,339,
peleke-phi-4_PD-1_48,538.431,-197.994,-54.2346,-367.456,-10.238,518.249,-466.562,408.334,167.005,506.946,0,0,3.37217,39.9459,172.483,0.0,0,-9.74306,0.300152,0,0.505767,0,335,
peleke-phi-4_PD-1_49,345.413,-194.201,-51.6246,-360.353,-10.1607,505.85,-460.875,232.225,164.309,499.712,0,0,5.62028,21.0899,107.152,0.0,0,-6.77822,0.153966,0,0.44512,0,339,
peleke-phi-4_PD-1_50,576.188,-200.981,-59.0767,-381.1,-14.7797,534.691,-481.002,465.873,177.705,504.925,0,0,4.49622,36.109,154.979,0.0,0,-10.3972,-0.670863,0,0.396258,0,339,
peleke-llama-3.1-8b-instruct_BHRF1_01,1887.47,-209.08,-63.3296,-483.175,-9.66236,717.735,-614.25,1611.61,211.07,665.85,0,0,1.12406,56.2354,1103.65,0.0569471,0,0.0,0.1354,0,3.14447,0,398,
peleke-llama-3.1-8b-instruct_BHRF1_02,1800.27,-196.86,-53.8876,-475.875,-20.6449,731.491,-602.835,1468.76,205.916,687.272,0,0,3.37217,54.8839,1125.15,-0.173378,0,-4.20859,-0.798517,0,3.85722,0,400,
peleke-llama-3.1-8b-instruct_BHRF1_03,1720.57,-194.994,-53.7499,-474.461,-23.485,716.301,-602.817,1417.32,203.755,662.961,0,0,4.15561,60.3494,920.297,0.162071,0,0.0,0.230303,0,4.84302,0,395,
peleke-llama-3.1-8b-instruct_BHRF1_04,1939.45,-198.636,-65.7283,-484.714,-12.9306,732.749,-610.981,1662.97,208.024,666.772,0,0,7.9504,35.5394,1128.3,-0.942956,0,-3.32389,-0.332204,0,3.03549,0,399,
peleke-llama-3.1-8b-instruct_BHRF1_05,2990.4,-179.007,-66.9812,-494.686,-20.2106,766.442,-627.149,2645.97,213.611,687.965,0,0,3.01639,59.4721,1287.19,-0.585468,0,0.0,-0.51676,0,3.06511,0,396,
peleke-llama-3.1-8b-instruct_BHRF1_06,2554.8,-178.025,-54.5902,-498.199,-10.0955,770.624,-640.805,2185.47,207.525,710.869,0,0,4.14044,55.8167,1382.37,-0.340523,0,0.0,-0.249697,0,2.66659,0,399,
peleke-llama-3.1-8b-instruct_BHRF1_07,2883.89,-177.645,-58.0408,-496.13,-5.23471,765.075,-636.909,2504.84,208.891,719.23,0,0,2.27185,55.975,1395.99,-0.13615,0,0.0,-0.169189,0,1.87595,0,396,
peleke-llama-3.1-8b-instruct_BHRF1_08,2314.61,-195.095,-50.6178,-492.817,-13.7766,752.497,-628.454,1997.71,211.676,677.337,0,0,4.98391,51.4244,1296.23,-0.247305,0,-4.40537,0.302374,0,4.08969,0,398,
peleke-llama-3.1-8b-instruct_BHRF1_09,2496.32,-194.799,-61.0425,-478.836,-15.1877,736.865,-604.439,2178.38,206.251,671.073,0,0,3.01639,55.5173,1004.71,-0.493481,0,-3.00769,0.12222,0,2.8991,0,397,
peleke-llama-3.1-8b-instruct_BHRF1_10,1645.07,-211.51,-53.8542,-465.496,-9.77684,677.451,-594.745,1385.83,203.072,658.51,0,0,1.12406,52.9464,843.807,-0.527071,0,0.0,-0.142289,0,2.18796,0,396,
peleke-llama-3.1-8b-instruct_BHRF1_11,1901.57,-202.459,-65.8346,-478.863,-15.6374,733.303,-610.09,1607.2,209.853,663.792,0,0,2.24811,55.309,1248.0,-0.18822,0,0.0,-0.173757,0,3.11417,0,395,
peleke-llama-3.1-8b-instruct_BHRF1_12,2299.1,-171.47,-60.6651,-502.977,-17.3765,783.789,-641.268,1932.14,215.593,698.379,0,0,1.12406,59.548,1325.14,0.632721,0,0.0,-0.25409,0,1.89992,0,398,
peleke-llama-3.1-8b-instruct_BHRF1_13,1597.59,-209.958,-57.9339,-468.005,-7.97841,705.366,-593.497,1325.32,198.406,650.773,0,0,2.24811,49.2793,996.049,-0.408554,0,0.0,0.178704,0,3.80084,0,394,
peleke-llama-3.1-8b-instruct_BHRF1_14,2218.47,-222.815,-59.1771,-484.097,-13.3882,713.131,-618.909,2000.6,205.687,653.064,0,0,4.14044,38.263,1012.28,-0.771473,0,0.0,-0.0114546,0,2.75471,0,396,
peleke-llama-3.1-8b-instruct_BHRF1_15,3808.93,-179.958,-66.0222,-504.59,-16.5851,792.179,-641.258,3422.36,211.268,721.249,0,0,9.81743,57.8246,2036.42,-0.129531,0,0.0,0.337913,0,2.43749,0,407,
peleke-llama-3.1-8b-instruct_BHRF1_16,1695.36,-210.079,-49.6177,-474.608,-8.57421,703.737,-608.324,1415.23,209.413,660.207,0,0,1.12406,53.8827,872.194,-0.0229641,0,0.0,0.527226,0,2.46578,0,397,
peleke-llama-3.1-8b-instruct_BHRF1_17,2410.9,-206.017,-56.256,-509.799,-13.8424,778.199,-650.765,2093.18,220.124,714.449,0,0,2.19155,41.7857,1492.47,-0.345701,0,-2.81325,-0.872698,0,1.68148,0,404,
peleke-llama-3.1-8b-instruct_BHRF1_18,1954.2,-204.506,-61.2995,-478.47,-8.25203,714.151,-604.863,1658.44,206.14,665.742,0,0,3.01639,63.2882,1151.94,-1.08716,0,0.0,-0.202766,0,2.1108,0,399,
peleke-llama-3.1-8b-instruct_BHRF1_19,2290.06,-197.384,-54.416,-501.49,-14.98,763.975,-636.827,1940.02,217.7,708.617,0,0,6.03277,58.9473,1399.8,0.614834,0,-3.2327,-0.318245,0,2.80022,0,406,
peleke-llama-3.1-8b-instruct_BHRF1_20,2394.27,-203.713,-64.0955,-486.976,-12.6662,738.012,-619.515,2071.78,201.747,700.252,0,0,6.33642,59.7395,984.168,0.644722,0,0.0,-0.162871,0,2.88819,0,402,
peleke-llama-3.1-8b-instruct_BHRF1_21,1483.21,-181.206,-50.3517,-482.474,-12.8408,726.206,-614.816,1165.74,208.413,662.664,0,0,3.34049,55.7272,1106.96,0.669564,0,0.0,-0.216927,0,2.34806,0,399,
peleke-llama-3.1-8b-instruct_BHRF1_22,2433.59,-195.781,-61.208,-507.937,-15.0749,755.239,-651.827,2170.68,216.731,672.216,0,0,2.24811,46.2641,1207.16,0.0772611,0,0.0,-0.0745319,0,2.03561,0,400,
peleke-llama-3.1-8b-instruct_BHRF1_23,2134.07,-226.304,-61.2578,-494.368,-5.70869,722.42,-631.979,1872.32,210.053,686.323,0,0,2.27584,59.9297,904.495,1.31231,0,-4.18182,0.0953248,0,3.14058,0,408,
peleke-llama-3.1-8b-instruct_BHRF1_24,2433.47,-185.52,-54.8992,-501.641,-14.1063,785.698,-636.957,2068.72,215.31,701.783,0,0,1.79691,53.7667,1563.71,0.0857023,0,-2.93785,-0.0305674,0,2.39786,0,400,
peleke-llama-3.1-8b-instruct_BHRF1_25,3185.11,-143.593,-61.0605,-495.765,-13.4763,799.223,-625.328,2636.98,208.799,786.888,0,0,2.24811,88.8341,1512.94,-0.995282,0,0.0,0.437227,0,1.92627,0,399,
peleke-llama-3.1-8b-instruct_BHRF1_26,1924.19,-195.748,-53.5469,-486.715,-6.18354,745.357,-618.788,1597.71,213.275,678.647,0,0,6.03277,44.6565,1321.03,-0.16146,0,-3.14244,0.284403,0,2.51083,0,398,
peleke-llama-3.1-8b-instruct_BHRF1_27,1897.82,-229.093,-65.2248,-482.084,-18.3609,717.02,-610.95,1688.52,205.29,641.002,0,0,4.14044,44.2184,773.912,0.552282,0,0.0,0.0675427,0,2.72413,0,398,
peleke-llama-3.1-8b-instruct_BHRF1_28,2017.81,-209.741,-56.5966,-471.675,-13.6522,698.868,-603.895,1741.16,201.682,677.419,0,0,2.59796,47.2664,1201.32,0.0568834,0,0.0,0.377523,0,3.94425,0,399,
peleke-llama-3.1-8b-instruct_BHRF1_29,2186.56,-218.453,-72.3141,-497.972,-19.6502,736.127,-637.772,1956.06,217.905,667.557,0,0,2.24811,47.6777,856.173,-0.039195,0,0.0,0.663977,0,4.52677,0,401,
peleke-llama-3.1-8b-instruct_BHRF1_30,1398.17,-228.148,-52.2107,-467.43,-13.3399,706.138,-592.777,1148.6,205.999,641.945,0,0,9.04916,46.7817,960.193,-0.865417,0,-8.34181,-0.427607,0,3.20171,0,401,
peleke-llama-3.1-8b-instruct_BHRF1_31,2156.57,-208.692,-58.9655,-490.233,-9.89575,736.987,-622.946,1880.04,207.244,668.792,0,0,6.03277,49.5252,1058.04,-0.948247,0,-2.94577,0.444981,0,2.13024,0,399,
peleke-llama-3.1-8b-instruct_BHRF1_32,2345.42,-169.36,-52.5296,-494.536,-13.6004,771.553,-629.605,1978.97,216.73,690.917,0,0,2.24811,42.3882,1100.49,-0.153401,0,0.0,-0.520133,0,2.91422,0,397,
peleke-llama-3.1-8b-instruct_BHRF1_33,2659.88,-150.066,-48.6829,-490.182,-8.86023,764.517,-625.598,2204.43,208.535,735.394,0,0,6.80105,64.6167,1311.89,-0.010253,0,-3.22425,-0.233131,0,2.44643,0,397,
peleke-llama-3.1-8b-instruct_BHRF1_34,3478.06,-212.916,-68.5165,-509.268,-17.0554,785.721,-645.124,3151.43,214.757,708.753,0,0,4.90872,62.4185,1636.52,0.0178639,0,0.0,-0.0130175,0,2.94401,0,406,
peleke-llama-3.1-8b-instruct_BHRF1_35,2620.95,-189.425,-61.5821,-504.531,-13.4133,753.759,-647.786,2324.2,213.659,687.629,0,0,2.24811,53.4543,1403.27,0.0426577,0,0.0,-0.177416,0,2.87398,0,400,
peleke-llama-3.1-8b-instruct_BHRF1_36,2321.72,-226.165,-64.0668,-493.317,-14.4969,742.674,-628.492,2055.5,214.721,673.464,0,0,1.12406,58.3709,1260.1,-0.18658,0,0.0,-0.298737,0,2.88891,0,404,
peleke-llama-3.1-8b-instruct_BHRF1_37,1942.92,-196.736,-53.2291,-480.665,-19.6299,734.236,-615.168,1651.61,207.042,673.777,0,0,2.24811,42.3336,1252.15,-0.0112722,0,-6.82782,0.599241,0,3.34296,0,397,
peleke-llama-3.1-8b-instruct_BHRF1_38,2278.43,-166.237,-42.4841,-491.411,-16.0912,757.19,-626.334,1883.07,210.991,700.491,0,0,2.24811,65.4131,1652.68,-0.226487,0,0.0,-0.124168,0,1.9372,0,393,
peleke-llama-3.1-8b-instruct_BHRF1_39,2614.06,-199.334,-56.4318,-520.485,-17.6904,792.462,-666.722,2284.35,220.514,718.334,0,0,2.24811,57.2027,1649.63,0.51391,0,-3.28614,-0.333697,0,2.71678,0,407,
peleke-llama-3.1-8b-instruct_BHRF1_40,1914.14,-205.044,-56.0481,-497.642,-8.79551,732.819,-637.599,1632.84,213.742,680.432,0,0,2.24811,58.2136,1114.78,0.233465,0,-3.09648,-0.101556,0,1.93708,0,399,
peleke-llama-3.1-8b-instruct_BHRF1_41,2125.43,-192.029,-47.509,-481.737,-18.1628,736.973,-616.288,1824.46,209.903,665.789,0,0,4.90872,39.982,1573.09,0.0522266,0,-4.23574,0.542927,0,2.7804,0,395,
peleke-llama-3.1-8b-instruct_BHRF1_42,1486.13,-195.601,-51.9073,-474.445,-18.1608,713.797,-600.592,1213.0,203.653,649.81,0,0,4.14044,41.3924,1046.66,-0.631042,0,0.0,-0.255612,0,1.93411,0,391,
peleke-llama-3.1-8b-instruct_BHRF1_43,3408.2,-151.814,-52.2702,-486.642,-11.5664,791.339,-615.987,2929.42,206.123,730.386,0,0,4.14044,65.8951,1888.6,-1.1335,0,-4.03889,0.27087,0,4.08212,0,398,
peleke-llama-3.1-8b-instruct_BHRF1_44,1787.81,-214.883,-62.0671,-487.898,-9.29501,724.153,-624.196,1533.85,210.655,657.338,0,0,8.33082,48.9845,999.232,0.0630135,0,0.0,0.551308,0,2.22047,0,406,
