seq_id,min_ipsae,max_ipsae
peleke-llama-3.1-8b-instruct_IL-7Ra_35,0.366352,0.366352
peleke-llama-3.1-8b-instruct_IL-7Ra_36,0.730122,0.730122
peleke-llama-3.1-8b-instruct_IL-7Ra_37,0.020057,0.155286
peleke-llama-3.1-8b-instruct_IL-7Ra_38,0.761589,0.761589
peleke-llama-3.1-8b-instruct_IL-7Ra_39,0.0,0.016617
peleke-llama-3.1-8b-instruct_IL-7Ra_40,0.006232,0.042328
peleke-llama-3.1-8b-instruct_IL-7Ra_41,0.407909,0.407909
peleke-llama-3.1-8b-instruct_IL-7Ra_42,0.630497,0.630497
peleke-llama-3.1-8b-instruct_IL-7Ra_43,0.432616,0.438858
peleke-llama-3.1-8b-instruct_IL-7Ra_44,0.261076,0.261076
peleke-llama-3.1-8b-instruct_IL-7Ra_45,0.069274,0.152382
peleke-llama-3.1-8b-instruct_IL-7Ra_46,0.0,0.005594
peleke-llama-3.1-8b-instruct_IL-7Ra_47,0.5722,0.5722
peleke-llama-3.1-8b-instruct_IL-7Ra_48,0.615726,0.615726
peleke-llama-3.1-8b-instruct_IL-7Ra_49,0.18547,0.18547
peleke-llama-3.1-8b-instruct_IL-7Ra_50,0.0,0.016867
peleke-llama-3.1-8b-instruct_MBP_01,0.0,0.0
peleke-llama-3.1-8b-instruct_MBP_02,0.0,0.005551
peleke-llama-3.1-8b-instruct_MBP_03,0.006213,0.006213
peleke-llama-3.1-8b-instruct_MBP_04,0.011712,0.024796
peleke-llama-3.1-8b-instruct_MBP_05,0.007399,0.007399
peleke-llama-3.1-8b-instruct_MBP_06,0.0,0.005433
peleke-llama-3.1-8b-instruct_MBP_07,0.0,0.0
peleke-llama-3.1-8b-instruct_MBP_08,0.005013,0.005689
peleke-llama-3.1-8b-instruct_MBP_09,0.005149,0.045332
peleke-llama-3.1-8b-instruct_MBP_10,0.0,0.006048
peleke-llama-3.1-8b-instruct_MBP_11,0.0,0.0
peleke-llama-3.1-8b-instruct_MBP_12,0.009959,0.009959
peleke-llama-3.1-8b-instruct_MBP_13,0.007594,0.007594
peleke-llama-3.1-8b-instruct_MBP_14,0.0,0.005308
peleke-llama-3.1-8b-instruct_MBP_15,0.0,0.0
peleke-llama-3.1-8b-instruct_MBP_16,0.0,0.0
peleke-llama-3.1-8b-instruct_MBP_17,0.0,0.0
peleke-llama-3.1-8b-instruct_MBP_18,0.00503,0.00503
peleke-llama-3.1-8b-instruct_MBP_19,0.698249,0.754627
peleke-llama-3.1-8b-instruct_MBP_20,0.0,0.0
peleke-llama-3.1-8b-instruct_MBP_21,0.0,0.0
peleke-llama-3.1-8b-instruct_MBP_22,0.004858,0.004858
peleke-llama-3.1-8b-instruct_MBP_23,0.15423,0.246401
peleke-llama-3.1-8b-instruct_MBP_24,0.168597,0.168597
peleke-llama-3.1-8b-instruct_MBP_25,0.007363,0.007363
peleke-llama-3.1-8b-instruct_MBP_26,0.0,0.0
peleke-llama-3.1-8b-instruct_MBP_27,0.083797,0.141
peleke-llama-3.1-8b-instruct_MBP_28,0.0,0.026486
peleke-llama-3.1-8b-instruct_MBP_29,0.005415,0.005415
peleke-llama-3.1-8b-instruct_MBP_30,0.0,0.0
peleke-llama-3.1-8b-instruct_MBP_31,0.008757,0.008757
peleke-llama-3.1-8b-instruct_MBP_32,0.0,0.0
peleke-llama-3.1-8b-instruct_MBP_33,0.0,0.0
peleke-llama-3.1-8b-instruct_MBP_34,0.010689,0.010689
peleke-llama-3.1-8b-instruct_MBP_35,0.705177,0.752909
peleke-llama-3.1-8b-instruct_MBP_36,0.0,0.0
peleke-llama-3.1-8b-instruct_MBP_37,0.008532,0.008532
peleke-llama-3.1-8b-instruct_MBP_38,0.0,0.0
peleke-llama-3.1-8b-instruct_MBP_39,0.327209,0.48054
peleke-llama-3.1-8b-instruct_MBP_40,0.143072,0.156518
peleke-llama-3.1-8b-instruct_MBP_41,0.0,0.0
peleke-llama-3.1-8b-instruct_MBP_42,0.005569,0.005569
peleke-llama-3.1-8b-instruct_MBP_43,0.0,0.0
peleke-llama-3.1-8b-instruct_MBP_44,0.0,0.00577
peleke-llama-3.1-8b-instruct_MBP_45,0.0,0.0
peleke-llama-3.1-8b-instruct_MBP_46,0.005755,0.005755
peleke-llama-3.1-8b-instruct_MBP_47,0.129594,0.222274
peleke-llama-3.1-8b-instruct_MBP_48,0.007186,0.007186
peleke-llama-3.1-8b-instruct_MBP_49,0.220403,0.288417
peleke-llama-3.1-8b-instruct_MBP_50,0.0,0.043
peleke-llama-3.1-8b-instruct_PD-L1_01,0.644606,0.644606
peleke-llama-3.1-8b-instruct_PD-L1_02,0.445489,0.445489
peleke-llama-3.1-8b-instruct_PD-L1_03,0.455761,0.455761
peleke-llama-3.1-8b-instruct_PD-L1_04,0.0,0.004964
peleke-llama-3.1-8b-instruct_PD-L1_05,0.381521,0.381521
peleke-llama-3.1-8b-instruct_PD-L1_06,0.060649,0.062938
peleke-llama-3.1-8b-instruct_PD-L1_07,0.484758,0.484758
peleke-llama-3.1-8b-instruct_PD-L1_08,0.0,0.0
peleke-llama-3.1-8b-instruct_PD-L1_09,0.853661,0.853661
peleke-llama-3.1-8b-instruct_PD-L1_10,0.029713,0.046507
peleke-llama-3.1-8b-instruct_PD-L1_11,0.0,0.0
peleke-llama-3.1-8b-instruct_PD-L1_12,0.689948,0.689948
peleke-llama-3.1-8b-instruct_PD-L1_13,0.471721,0.471721
peleke-llama-3.1-8b-instruct_PD-L1_14,0.291119,0.291119
peleke-llama-3.1-8b-instruct_PD-L1_15,0.256106,0.256106
peleke-llama-3.1-8b-instruct_PD-L1_16,0.067249,0.067249
peleke-llama-3.1-8b-instruct_PD-L1_17,0.174893,0.174893
peleke-llama-3.1-8b-instruct_PD-L1_18,0.039488,0.081712
peleke-llama-3.1-8b-instruct_PD-L1_19,0.83495,0.83495
peleke-llama-3.1-8b-instruct_PD-L1_20,0.169842,0.169842
peleke-llama-3.1-8b-instruct_PD-L1_21,0.650004,0.650004
peleke-llama-3.1-8b-instruct_PD-L1_22,0.682776,0.682776
peleke-llama-3.1-8b-instruct_PD-L1_23,0.39514,0.39514
peleke-llama-3.1-8b-instruct_PD-L1_24,0.712527,0.712527
peleke-llama-3.1-8b-instruct_PD-L1_25,0.304095,0.304095
peleke-llama-3.1-8b-instruct_PD-L1_26,0.248703,0.248703
peleke-llama-3.1-8b-instruct_PD-L1_27,0.883289,0.883289
peleke-llama-3.1-8b-instruct_PD-L1_28,0.015641,0.03172
peleke-llama-3.1-8b-instruct_PD-L1_29,0.164733,0.164733
peleke-llama-3.1-8b-instruct_PD-L1_30,0.564019,0.564019
peleke-llama-3.1-8b-instruct_PD-L1_31,0.406901,0.406901
peleke-llama-3.1-8b-instruct_PD-L1_32,0.390038,0.390038
peleke-llama-3.1-8b-instruct_PD-L1_33,0.891964,0.891964
peleke-llama-3.1-8b-instruct_PD-L1_34,0.0,0.005589
peleke-llama-3.1-8b-instruct_PD-L1_35,0.365487,0.365487
peleke-llama-3.1-8b-instruct_PD-L1_36,0.349878,0.349878
peleke-llama-3.1-8b-instruct_PD-L1_37,0.659556,0.659556
peleke-llama-3.1-8b-instruct_PD-L1_38,0.0,0.0
peleke-llama-3.1-8b-instruct_PD-L1_39,0.234425,0.234425
peleke-llama-3.1-8b-instruct_PD-L1_40,0.220095,0.220095
peleke-llama-3.1-8b-instruct_PD-L1_41,0.029577,0.071806
peleke-llama-3.1-8b-instruct_PD-L1_42,0.004925,0.005742
peleke-llama-3.1-8b-instruct_PD-L1_43,0.651125,0.651125
peleke-llama-3.1-8b-instruct_PD-L1_44,0.0,0.0
peleke-llama-3.1-8b-instruct_PD-L1_45,0.0,0.0
peleke-llama-3.1-8b-instruct_PD-L1_46,0.026278,0.026278
peleke-llama-3.1-8b-instruct_PD-L1_47,0.0,0.0
peleke-llama-3.1-8b-instruct_PD-L1_48,0.675931,0.675931
peleke-llama-3.1-8b-instruct_PD-L1_49,0.259506,0.259506
peleke-llama-3.1-8b-instruct_PD-L1_50,0.455933,0.455933
peleke-llama-3.1-8b-instruct_BBF-14_01,0.359846,0.359846
peleke-llama-3.1-8b-instruct_BBF-14_02,0.623599,0.623599
peleke-llama-3.1-8b-instruct_BBF-14_03,0.009174,0.076461
peleke-llama-3.1-8b-instruct_BBF-14_04,0.406969,0.406969
peleke-llama-3.1-8b-instruct_BBF-14_05,0.530644,0.530644
peleke-llama-3.1-8b-instruct_BBF-14_06,0.005667,0.048695
peleke-llama-3.1-8b-instruct_BBF-14_07,0.202178,0.202178
peleke-llama-3.1-8b-instruct_BBF-14_08,0.006431,0.033348
peleke-llama-3.1-8b-instruct_BBF-14_09,0.693924,0.693924
peleke-llama-3.1-8b-instruct_BBF-14_10,0.277492,0.277492
peleke-llama-3.1-8b-instruct_BBF-14_11,0.524546,0.524546
peleke-llama-3.1-8b-instruct_BBF-14_12,0.406207,0.406207
peleke-llama-3.1-8b-instruct_BBF-14_13,0.355628,0.355628
peleke-llama-3.1-8b-instruct_BBF-14_14,0.092808,0.103982
peleke-llama-3.1-8b-instruct_BBF-14_15,0.518732,0.518732
peleke-llama-3.1-8b-instruct_BBF-14_16,0.065732,0.074379
peleke-llama-3.1-8b-instruct_BBF-14_17,0.359146,0.359146
peleke-llama-3.1-8b-instruct_BBF-14_18,0.0,0.049849
peleke-llama-3.1-8b-instruct_BBF-14_19,0.546411,0.546411
peleke-llama-3.1-8b-instruct_BBF-14_20,0.183492,0.183492
peleke-llama-3.1-8b-instruct_BBF-14_21,0.193285,0.193285
peleke-llama-3.1-8b-instruct_BBF-14_22,0.590151,0.590151
peleke-llama-3.1-8b-instruct_BBF-14_23,0.131087,0.131467
peleke-llama-3.1-8b-instruct_BBF-14_24,0.783113,0.783113
peleke-llama-3.1-8b-instruct_BBF-14_25,0.262585,0.302497
peleke-llama-3.1-8b-instruct_BBF-14_26,0.363574,0.363574
peleke-llama-3.1-8b-instruct_BBF-14_27,0.15483,0.15483
peleke-llama-3.1-8b-instruct_BBF-14_28,0.398485,0.398485
peleke-llama-3.1-8b-instruct_BBF-14_29,0.566221,0.566221
peleke-llama-3.1-8b-instruct_BBF-14_30,0.231484,0.231484
peleke-llama-3.1-8b-instruct_BBF-14_31,0.814962,0.814962
peleke-llama-3.1-8b-instruct_BBF-14_32,0.0,0.049489
peleke-llama-3.1-8b-instruct_BBF-14_33,0.40123,0.40123
peleke-llama-3.1-8b-instruct_BBF-14_34,0.833764,0.833764
peleke-llama-3.1-8b-instruct_BBF-14_35,0.473781,0.473781
peleke-llama-3.1-8b-instruct_BBF-14_36,0.243414,0.243414
peleke-llama-3.1-8b-instruct_BBF-14_37,0.005889,0.088727
peleke-llama-3.1-8b-instruct_BBF-14_38,0.047596,0.119645
peleke-llama-3.1-8b-instruct_BBF-14_39,0.423076,0.423076
peleke-llama-3.1-8b-instruct_BBF-14_40,0.82792,0.82792
peleke-llama-3.1-8b-instruct_BBF-14_41,0.005229,0.062519
peleke-llama-3.1-8b-instruct_BBF-14_42,0.246136,0.246136
peleke-llama-3.1-8b-instruct_BBF-14_43,0.253653,0.253653
peleke-llama-3.1-8b-instruct_BBF-14_44,0.0,0.022977
peleke-llama-3.1-8b-instruct_BBF-14_45,0.196592,0.196592
peleke-llama-3.1-8b-instruct_BBF-14_46,0.005324,0.05759
peleke-llama-3.1-8b-instruct_BBF-14_47,0.671759,0.671759
peleke-llama-3.1-8b-instruct_BBF-14_48,0.547028,0.547028
peleke-llama-3.1-8b-instruct_BBF-14_49,0.005604,0.079855
peleke-llama-3.1-8b-instruct_BBF-14_50,0.577131,0.577131
peleke-llama-3.1-8b-instruct_PD-1_01,0.005467,0.053738
peleke-llama-3.1-8b-instruct_PD-1_02,0.27259,0.27259
peleke-llama-3.1-8b-instruct_PD-1_03,0.144428,0.144428
peleke-llama-3.1-8b-instruct_PD-1_04,0.437008,0.437008
peleke-llama-3.1-8b-instruct_PD-1_05,0.292933,0.292933
peleke-llama-3.1-8b-instruct_PD-1_06,0.157205,0.173505
peleke-llama-3.1-8b-instruct_PD-1_07,0.63149,0.63149
peleke-llama-3.1-8b-instruct_PD-1_08,0.128022,0.128022
peleke-llama-3.1-8b-instruct_PD-1_09,0.485708,0.485708
peleke-llama-3.1-8b-instruct_PD-1_10,0.097468,0.097468
peleke-llama-3.1-8b-instruct_PD-1_11,0.157297,0.157297
peleke-llama-3.1-8b-instruct_PD-1_12,0.052248,0.11715
peleke-llama-3.1-8b-instruct_PD-1_13,0.710902,0.710902
peleke-llama-3.1-8b-instruct_PD-1_14,0.0,0.006184
peleke-llama-3.1-8b-instruct_PD-1_15,0.379048,0.379048
peleke-llama-3.1-8b-instruct_PD-1_16,0.005698,0.005698
peleke-llama-3.1-8b-instruct_PD-1_17,0.326284,0.326284
peleke-llama-3.1-8b-instruct_PD-1_18,0.734511,0.734511
peleke-llama-3.1-8b-instruct_PD-1_19,0.147274,0.147274
peleke-llama-3.1-8b-instruct_PD-1_20,0.288219,0.288219
peleke-llama-3.1-8b-instruct_PD-1_21,0.117374,0.146193
peleke-llama-3.1-8b-instruct_PD-1_22,0.016272,0.016272
peleke-llama-3.1-8b-instruct_PD-1_23,0.020044,0.040693
peleke-llama-3.1-8b-instruct_PD-1_24,0.0,0.030179
peleke-llama-3.1-8b-instruct_PD-1_25,0.153032,0.153032
peleke-llama-3.1-8b-instruct_PD-1_26,0.0,0.033759
peleke-llama-3.1-8b-instruct_PD-1_27,0.005728,0.039511
peleke-llama-3.1-8b-instruct_PD-1_28,0.041035,0.054736
peleke-llama-3.1-8b-instruct_PD-1_29,0.384014,0.384014
peleke-llama-3.1-8b-instruct_PD-1_30,0.0,0.005355
peleke-llama-3.1-8b-instruct_PD-1_31,0.008232,0.078721
peleke-llama-3.1-8b-instruct_PD-1_32,0.005641,0.036582
peleke-llama-3.1-8b-instruct_PD-1_33,0.005949,0.030608
peleke-llama-3.1-8b-instruct_PD-1_34,0.141845,0.141845
peleke-llama-3.1-8b-instruct_PD-1_35,0.135104,0.135104
peleke-llama-3.1-8b-instruct_PD-1_36,0.005066,0.005577
peleke-llama-3.1-8b-instruct_PD-1_37,0.018022,0.039044
peleke-llama-3.1-8b-instruct_PD-1_38,0.154627,0.154627
peleke-llama-3.1-8b-instruct_PD-1_39,0.005011,0.005178
peleke-llama-3.1-8b-instruct_PD-1_40,0.520598,0.520598
peleke-llama-3.1-8b-instruct_PD-1_41,0.502972,0.502972
peleke-llama-3.1-8b-instruct_PD-1_42,0.280645,0.280645
peleke-llama-3.1-8b-instruct_PD-1_43,0.757994,0.757994
peleke-llama-3.1-8b-instruct_PD-1_44,0.0,0.0
peleke-llama-3.1-8b-instruct_PD-1_45,0.019782,0.036516
peleke-llama-3.1-8b-instruct_PD-1_46,0.461342,0.461342
peleke-llama-3.1-8b-instruct_PD-1_47,0.136087,0.136087
peleke-llama-3.1-8b-instruct_PD-1_48,0.307756,0.307756
peleke-llama-3.1-8b-instruct_PD-1_49,0.219049,0.221974
peleke-llama-3.1-8b-instruct_PD-1_50,0.0,0.005391
peleke-mistral-7b-instruct-v0.2_EGFR_01,0.0,0.0
peleke-mistral-7b-instruct-v0.2_EGFR_02,0.0,0.0
peleke-mistral-7b-instruct-v0.2_EGFR_03,0.0,0.004901
peleke-mistral-7b-instruct-v0.2_EGFR_04,0.0,0.0
peleke-mistral-7b-instruct-v0.2_EGFR_05,0.023773,0.131548
peleke-mistral-7b-instruct-v0.2_EGFR_06,0.202505,0.296462
peleke-mistral-7b-instruct-v0.2_EGFR_07,0.0,0.0
peleke-mistral-7b-instruct-v0.2_EGFR_08,0.0,0.0
peleke-mistral-7b-instruct-v0.2_EGFR_10,0.0,0.0
peleke-mistral-7b-instruct-v0.2_EGFR_11,0.039963,0.127829
peleke-mistral-7b-instruct-v0.2_EGFR_12,0.0,0.0
peleke-mistral-7b-instruct-v0.2_EGFR_13,0.0,0.0
peleke-mistral-7b-instruct-v0.2_EGFR_14,0.120853,0.120853
peleke-mistral-7b-instruct-v0.2_EGFR_15,0.239186,0.348721
peleke-mistral-7b-instruct-v0.2_EGFR_16,0.0,0.0
peleke-mistral-7b-instruct-v0.2_EGFR_17,0.0,0.0
peleke-mistral-7b-instruct-v0.2_EGFR_18,0.0,0.0
peleke-mistral-7b-instruct-v0.2_EGFR_19,0.0,0.0
peleke-mistral-7b-instruct-v0.2_EGFR_20,0.0,0.0
peleke-mistral-7b-instruct-v0.2_EGFR_21,0.0,0.0
peleke-mistral-7b-instruct-v0.2_EGFR_22,0.0,0.0
peleke-mistral-7b-instruct-v0.2_EGFR_23,0.0,0.0
peleke-mistral-7b-instruct-v0.2_EGFR_24,0.0,0.005747
peleke-mistral-7b-instruct-v0.2_EGFR_25,0.0,0.0
peleke-mistral-7b-instruct-v0.2_EGFR_26,0.0,0.0
peleke-mistral-7b-instruct-v0.2_EGFR_27,0.139909,0.197727
peleke-mistral-7b-instruct-v0.2_EGFR_28,0.0,0.005119
peleke-mistral-7b-instruct-v0.2_EGFR_29,0.005226,0.005718
peleke-mistral-7b-instruct-v0.2_EGFR_30,0.0,0.0
peleke-mistral-7b-instruct-v0.2_EGFR_31,0.0,0.0
peleke-mistral-7b-instruct-v0.2_EGFR_32,0.005429,0.090264
peleke-mistral-7b-instruct-v0.2_EGFR_33,0.0,0.0
peleke-mistral-7b-instruct-v0.2_EGFR_34,0.0,0.0
peleke-mistral-7b-instruct-v0.2_EGFR_35,0.0,0.005088
peleke-mistral-7b-instruct-v0.2_EGFR_36,0.0,0.005425
peleke-mistral-7b-instruct-v0.2_EGFR_37,0.0,0.005384
peleke-mistral-7b-instruct-v0.2_EGFR_38,0.0,0.0
peleke-mistral-7b-instruct-v0.2_EGFR_39,0.0,0.0
peleke-mistral-7b-instruct-v0.2_EGFR_40,0.210188,0.30618
peleke-mistral-7b-instruct-v0.2_EGFR_41,0.0,0.0
peleke-mistral-7b-instruct-v0.2_EGFR_42,0.0,0.047314
peleke-mistral-7b-instruct-v0.2_EGFR_43,0.372815,0.460265
peleke-mistral-7b-instruct-v0.2_EGFR_44,0.0,0.0
peleke-mistral-7b-instruct-v0.2_EGFR_45,0.0,0.0
peleke-mistral-7b-instruct-v0.2_EGFR_46,0.0,0.0
peleke-mistral-7b-instruct-v0.2_EGFR_47,0.0,0.0
peleke-mistral-7b-instruct-v0.2_EGFR_48,0.0,0.0
peleke-mistral-7b-instruct-v0.2_EGFR_49,0.0,0.018937
peleke-mistral-7b-instruct-v0.2_EGFR_50,0.0,0.0
peleke-mistral-7b-instruct-v0.2_MBP_01,0.0,0.0
peleke-mistral-7b-instruct-v0.2_MBP_02,0.0,0.0
peleke-mistral-7b-instruct-v0.2_MBP_03,0.005788,0.005788
peleke-mistral-7b-instruct-v0.2_MBP_04,0.0,0.0
peleke-mistral-7b-instruct-v0.2_MBP_05,0.0,0.0
peleke-mistral-7b-instruct-v0.2_MBP_06,0.006704,0.006704
peleke-mistral-7b-instruct-v0.2_MBP_07,0.0,0.0
peleke-mistral-7b-instruct-v0.2_MBP_08,0.005317,0.005317
peleke-mistral-7b-instruct-v0.2_MBP_09,0.005866,0.005866
peleke-mistral-7b-instruct-v0.2_MBP_10,0.0,0.004976
peleke-mistral-7b-instruct-v0.2_MBP_11,0.008869,0.098727
peleke-mistral-7b-instruct-v0.2_MBP_12,0.0,0.0
peleke-mistral-7b-instruct-v0.2_MBP_13,0.011723,0.062676
peleke-mistral-7b-instruct-v0.2_MBP_14,0.0,0.006127
peleke-mistral-7b-instruct-v0.2_MBP_15,0.005976,0.005976
peleke-mistral-7b-instruct-v0.2_MBP_16,0.19874,0.230308
peleke-mistral-7b-instruct-v0.2_MBP_17,0.0,0.0
peleke-mistral-7b-instruct-v0.2_MBP_18,0.0,0.0
peleke-mistral-7b-instruct-v0.2_MBP_19,0.0,0.0
peleke-mistral-7b-instruct-v0.2_MBP_20,0.237535,0.271634
peleke-mistral-7b-instruct-v0.2_MBP_21,0.0,0.0
peleke-mistral-7b-instruct-v0.2_MBP_22,0.006826,0.006826
peleke-mistral-7b-instruct-v0.2_MBP_23,0.00487,0.00487
peleke-mistral-7b-instruct-v0.2_MBP_24,0.004922,0.011576
peleke-mistral-7b-instruct-v0.2_MBP_25,0.0,0.005501
peleke-mistral-7b-instruct-v0.2_MBP_26,0.0,0.004854
peleke-mistral-7b-instruct-v0.2_MBP_27,0.0,0.0
peleke-mistral-7b-instruct-v0.2_MBP_28,0.008704,0.008704
peleke-mistral-7b-instruct-v0.2_MBP_29,0.0,0.0
peleke-mistral-7b-instruct-v0.2_MBP_30,0.0,0.0
peleke-mistral-7b-instruct-v0.2_MBP_31,0.007443,0.007443
peleke-mistral-7b-instruct-v0.2_MBP_32,0.0,0.005545
peleke-mistral-7b-instruct-v0.2_MBP_33,0.0,0.0
peleke-mistral-7b-instruct-v0.2_MBP_34,0.0,0.0
peleke-mistral-7b-instruct-v0.2_MBP_35,0.052107,0.052107
peleke-mistral-7b-instruct-v0.2_MBP_36,0.0,0.005453
peleke-mistral-7b-instruct-v0.2_MBP_37,0.0,0.0
peleke-mistral-7b-instruct-v0.2_MBP_38,0.0,0.005442
peleke-mistral-7b-instruct-v0.2_MBP_39,0.005451,0.005451
peleke-mistral-7b-instruct-v0.2_MBP_40,0.005124,0.051448
peleke-mistral-7b-instruct-v0.2_MBP_41,0.0,0.0
peleke-mistral-7b-instruct-v0.2_MBP_42,0.0,0.0
peleke-mistral-7b-instruct-v0.2_MBP_43,0.005424,0.005424
peleke-mistral-7b-instruct-v0.2_MBP_44,0.0,0.005291
peleke-mistral-7b-instruct-v0.2_MBP_45,0.011666,0.160936
peleke-mistral-7b-instruct-v0.2_MBP_46,0.0,0.005651
peleke-mistral-7b-instruct-v0.2_MBP_48,0.0,0.0
peleke-mistral-7b-instruct-v0.2_MBP_49,0.008975,0.008975
peleke-mistral-7b-instruct-v0.2_MBP_50,0.0,0.0
peleke-mistral-7b-instruct-v0.2_PD-1_01,0.050659,0.050659
peleke-mistral-7b-instruct-v0.2_PD-1_02,0.195341,0.195341
peleke-mistral-7b-instruct-v0.2_PD-1_03,0.005375,0.060438
peleke-mistral-7b-instruct-v0.2_PD-1_04,0.367345,0.367345
peleke-mistral-7b-instruct-v0.2_PD-1_05,0.009553,0.055865
peleke-mistral-7b-instruct-v0.2_PD-1_06,0.551968,0.551968
peleke-mistral-7b-instruct-v0.2_PD-1_07,0.0,0.0
peleke-mistral-7b-instruct-v0.2_PD-1_08,0.137289,0.137289
peleke-mistral-7b-instruct-v0.2_PD-1_09,0.172658,0.172658
peleke-mistral-7b-instruct-v0.2_PD-1_10,0.005016,0.005431
peleke-mistral-7b-instruct-v0.2_PD-1_11,0.047381,0.049461
peleke-mistral-7b-instruct-v0.2_PD-1_12,0.464045,0.464045
peleke-mistral-7b-instruct-v0.2_PD-1_13,0.034809,0.046219
peleke-mistral-7b-instruct-v0.2_PD-1_14,0.009746,0.098741
peleke-mistral-7b-instruct-v0.2_PD-1_15,0.216331,0.216331
peleke-mistral-7b-instruct-v0.2_PD-1_16,0.788274,0.788274
peleke-mistral-7b-instruct-v0.2_PD-1_17,0.661512,0.661512
peleke-mistral-7b-instruct-v0.2_PD-1_18,0.45755,0.45755
peleke-mistral-7b-instruct-v0.2_PD-1_19,0.005557,0.077584
peleke-mistral-7b-instruct-v0.2_PD-1_20,0.20214,0.20214
peleke-mistral-7b-instruct-v0.2_PD-1_21,0.322217,0.322217
peleke-mistral-7b-instruct-v0.2_PD-1_22,0.20784,0.20784
peleke-mistral-7b-instruct-v0.2_PD-1_23,0.836868,0.836868
peleke-mistral-7b-instruct-v0.2_PD-1_24,0.009778,0.018015
peleke-mistral-7b-instruct-v0.2_PD-1_25,0.15576,0.15576
peleke-mistral-7b-instruct-v0.2_PD-1_26,0.1188,0.127415
peleke-mistral-7b-instruct-v0.2_PD-1_27,0.25709,0.25709
peleke-mistral-7b-instruct-v0.2_PD-1_28,0.016207,0.056518
peleke-mistral-7b-instruct-v0.2_PD-1_29,0.524634,0.524634
peleke-mistral-7b-instruct-v0.2_PD-1_30,0.374583,0.374583
peleke-mistral-7b-instruct-v0.2_PD-1_31,0.398279,0.398279
peleke-mistral-7b-instruct-v0.2_PD-1_32,0.18054,0.181324
peleke-mistral-7b-instruct-v0.2_PD-1_33,0.360037,0.360037
peleke-mistral-7b-instruct-v0.2_PD-1_34,0.0172,0.019055
peleke-mistral-7b-instruct-v0.2_PD-1_35,0.805838,0.805838
peleke-mistral-7b-instruct-v0.2_PD-1_36,0.449958,0.449958
peleke-mistral-7b-instruct-v0.2_PD-1_37,0.188934,0.188934
peleke-mistral-7b-instruct-v0.2_PD-1_38,0.135435,0.135435
peleke-mistral-7b-instruct-v0.2_PD-1_39,0.433674,0.433674
peleke-mistral-7b-instruct-v0.2_PD-1_40,0.420122,0.420122
peleke-mistral-7b-instruct-v0.2_PD-1_41,0.379456,0.379456
peleke-mistral-7b-instruct-v0.2_PD-1_42,0.301429,0.301429
peleke-mistral-7b-instruct-v0.2_PD-1_43,0.256964,0.256964
peleke-mistral-7b-instruct-v0.2_PD-1_44,0.316898,0.316898
peleke-mistral-7b-instruct-v0.2_PD-1_45,0.045251,0.058292
peleke-mistral-7b-instruct-v0.2_PD-1_46,0.0,0.0
peleke-mistral-7b-instruct-v0.2_PD-1_47,0.310877,0.310877
peleke-mistral-7b-instruct-v0.2_PD-1_48,0.517361,0.517361
peleke-mistral-7b-instruct-v0.2_PD-1_49,0.239795,0.239795
peleke-mistral-7b-instruct-v0.2_PD-1_50,0.006147,0.063329
